can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_cit,can_sta,can_zip,cov_sta_dat,cov_end_dat,ind_con,net_ope_exp,tot_con,tot_dis,net_con,ope_exp,tot_rec,winner
H6CA32132,"HERNANDEZ, ROGER",H,CA,32.0,DEM,CHALLENGER,LONG BEACH,CA,90802.0,1/1/2015,10/19/2016,100184.23,114539.02,107564.23,140539.02,105564.23,114539.02,187642.23,N
H6VA08237,"HERNICK, CHARLES ALAN MR.",H,VA,8.0,REP,CHALLENGER,ARLINGTON,VA,22202.0,1/1/2016,10/19/2016,59328.24,61715.2,65078.24,61715.2,65078.24,61715.2,68578.24,N
H6CA51066,"HIDALGO, JUAN M JR",H,CA,51.0,REP,CHALLENGER,SAN DIEGO,CA,92127.0,11/20/2015,10/19/2016,68261.68,52121.77,69761.68,52121.77,69761.68,52121.77,72728.12,N
H6LA03148,"HIGGINS, CAPTAIN CLAY",H,LA,3.0,REP,CHALLENGER,LAFAYETTE,LA,70596.0,5/9/2016,10/19/2016,181621.27,170371.79,181621.27,170639.93,181621.27,170639.93,181889.41,N
H6MD06212,"HOEBER, AMIE",H,MD,6.0,REP,CHALLENGER,POTOMAC,MD,20854.0,7/1/2015,10/19/2016,271589.32,945139.36,571689.32,947989.36,568839.32,945139.36,1022517.27,N
H6WI07181,"HOEFT, MARY",H,WI,7.0,DEM,CHALLENGER,RICE LAKE,WI,54868.0,4/1/2016,10/19/2016,94792.1,79288.79,105417.05,79288.79,105417.05,79288.79,105417.05,N
H6ME01207,"HOLBROOK, MARK IRVING DR",H,ME,1.0,REP,CHALLENGER,BRUNSWICK,ME,4011.0,4/24/2015,10/19/2016,71254.64,57000.73,90644.4,57916.73,90644.4,57916.73,94935.4,N
H6LA02215,"HOLDEN, MELVIN KIP",H,LA,2.0,DEM,CHALLENGER,BATON ROUGE,LA,70802.0,4/1/2016,10/19/2016,21750.0,180.11,21750.0,180.11,21750.0,180.11,22250.0,N
H6IL06166,"HOWLAND, AMANDA",H,IL,6.0,DEM,CHALLENGER,LAKE ZURICH,IL,60047.0,1/1/2016,10/19/2016,82310.85,44917.24,90060.85,44967.24,90060.85,44917.24,95060.85,N
H6CA21218,"HUERTA, EMILIO JESUS MR.",H,CA,21.0,DEM,CHALLENGER,BAKERSFIELD,CA,93303.0,1/1/2016,10/19/2016,460582.79,480757.73,621135.87,482422.91,619470.69,480757.73,627168.05,N
H6MN07304,"HUGHES, DAVID RUSSELL MR.",H,MN,7.0,REP,CHALLENGER,KARLSTAD,MN,56732.0,3/1/2016,10/19/2016,12895.46,13735.62,17085.65,13735.62,17085.65,13735.62,17085.65,N
H0WV02104,"HUNT, MARK ALLEN",H,WV,2.0,DEM,CHALLENGER,CHARLESTON,WV,25302.0,1/1/2016,10/19/2016,57941.0,369090.23,173875.62,373768.48,173875.62,369268.48,444303.87,N
H6SC07018,"HYMAN, MAL",H,SC,7.0,DEM,CHALLENGER,HARTSVILLE,SC,29551.0,1/1/2016,10/19/2016,29359.55,57789.97,29559.55,62990.27,29379.55,57789.97,70641.13,N
H6ND01015,"IRON EYES, CHASE MR.",H,ND,0.0,DEM,CHALLENGER,FORT YATES,ND,58538.0,3/31/2016,10/19/2016,153627.73,118824.95,165177.73,121254.95,162747.73,118824.95,165177.73,N
H6NJ07151,"JACOB, PETER MR.",H,NJ,7.0,DEM,CHALLENGER,UNION,NJ,7083.0,11/1/2015,10/19/2016,137892.95,63716.72,139891.81,63716.72,139891.81,63716.72,140076.81,N
H4AS00069,"JAMIAS, MAPU S.",H,AS,0.0,DEM,CHALLENGER,PAGO PAGO,AS,96799.0,7/1/2016,10/19/2016,8600.0,8243.0,11803.0,8243.0,11803.0,8243.0,11803.0,N
H6MI01200,"JOHNSON, LONNIE BARTON",H,MI,1.0,DEM,CHALLENGER,KALKASKA,MI,49646.0,6/28/2015,10/19/2016,1371659.41,1774955.67,1848782.81,1795109.68,1833130.5,1779277.37,1853123.92,N
S6FL00350,"JOLLY, DAVID W",S,FL,0.0,REP,CHALLENGER,INDIAN ROCKS BEACH,FL,33785.0,1/1/2015,10/19/2016,1288978.2,1915655.96,1851509.95,1970657.96,1826909.95,1916057.96,1882950.05,N
H6CA07126,"JONES, SCOTT",H,CA,7.0,REP,CHALLENGER,ANTELOPE,CA,95843.0,1/1/2015,10/19/2016,870388.22,1089267.32,1171362.46,1094606.82,1166031.46,1089275.82,1182932.79,N
S6IA00140,"JUDGE, PATTY JEAN",S,IA,0.0,DEM,CHALLENGER,ALBIA,IA,52531.0,1/1/2016,10/19/2016,1694298.0,1748126.0,1983959.0,1758002.0,1975301.0,1748346.0,2075804.63,N
H6MT01095,"JUNEAU, DENISE",H,MT,0.0,DEM,CHALLENGER,HELENA,MT,59624.0,11/4/2015,10/19/2016,2037464.72,1831515.23,2354440.91,1869316.07,2317465.07,1831515.23,2360653.86,N
H6PA10125,"KAIRNES, GERALD JAMES",H,PA,10.0,IND,CHALLENGER,COGAN STATION,PA,17728.0,11/15/2015,10/19/2016,1290.0,1084.81,1420.0,1084.81,1420.0,1084.81,1420.0,N
S6MO00362,"KANDER, JASON",S,MO,0.0,DEM,CHALLENGER,COLUMBIA,MO,65205.0,2/19/2015,10/19/2016,9065071.0,8528522.0,9803046.0,8633214.0,9744258.0,8530225.0,10745245.0,N
H2FL20043,"KAUFMAN, JOE",H,FL,23.0,REP,CHALLENGER,WESTON,FL,33331.0,1/1/2015,10/19/2016,116492.56,104716.99,116492.56,115366.99,116492.56,105866.99,123388.49,N
H6KY06127,"KEMPER, NANCY JO",H,KY,6.0,DEM,CHALLENGER,LEXINGTON,KY,40517.0,1/8/2016,10/19/2016,384945.4,359304.48,418412.41,359304.48,418412.41,359304.48,418412.41,N
H6TN06155,"KENT, DAVID W.",H,TN,6.0,DEM,CHALLENGER,COTTONTOWN,TN,37048.0,2/9/2016,10/19/2016,3944.01,3736.61,4744.01,3736.61,4744.01,3736.61,4744.01,N
H6IL11117,"KHOURI, TONIA",H,IL,11.0,REP,CHALLENGER,AURORA,IL,60502.0,4/1/2015,10/19/2016,372397.25,574765.81,511497.25,585612.04,505857.25,574972.04,727411.76,N
S6FL00434,"KHOURY, ANTON",S,FL,0.0,OTH,CHALLENGER,MIAMI,FL,33256.0,1/1/2016,10/19/2016,30590.0,171719.0,73821.0,171969.0,73821.0,171969.0,214071.0,N
H6VA04079,"KIMOTHO-GONZALEZ, JACQUELINE MRS.",H,VA,4.0,REP,CHALLENGER,NORTH CHESTERFIELD,VA,23234.0,3/21/2016,10/19/2016,19963.0,20015.23,20963.0,20046.6,20963.0,20046.6,20994.37,N
S6AZ00225,"KIRKPATRICK, ANN LEILA",S,AZ,0.0,DEM,CHALLENGER,PHOENIX,AZ,85067.0,5/26/2015,10/19/2016,7313676.0,7673746.0,7982691.0,8057807.0,7876132.0,7691509.0,8483113.0,N
H6VA09086,"KITTS, DEREK WAYNE",H,VA,9.0,DEM,CHALLENGER,CHRISTIANSBURG,VA,24073.0,1/1/2016,10/19/2016,90910.52,79268.99,92435.52,80976.57,91101.52,79268.99,92435.52,N
H6IL05150,"KOLBER, VINCE",H,IL,5.0,REP,CHALLENGER,CHICAGO,IL,60614.0,1/1/2015,10/19/2016,14464.99,21688.89,16464.99,21746.79,16464.99,21746.79,27522.89,N
H4MI11089,"KUMAR, ANIL",H,MI,11.0,DEM,CHALLENGER,ROCHESTER HILLS,MI,48309.0,1/1/2015,10/19/2016,346916.28,856729.59,372266.28,913230.36,318255.51,856729.59,1122266.28,N
H6FL15150,"LANGE, JAMES KELLY",H,FL,15.0,DEM,CHALLENGER,LUTZ,FL,33548.0,1/1/2016,10/19/2016,25017.23,34590.75,25417.23,34590.75,25417.23,34590.75,39477.88,N
H4KS01059,"LAPOLICE, ALAN",H,KS,1.0,IND,CHALLENGER,CLYDE,KS,66938.0,1/1/2015,10/19/2016,93094.0,90631.09,98671.0,91018.47,98671.0,91018.47,129058.38,N
H6OH09099,"LARSON, DONALD PHILIP",H,OH,9.0,REP,CHALLENGER,LAKEWOOD,OH,44107.0,10/1/2015,10/19/2016,21785.0,24123.84,22659.39,25123.84,22659.39,24123.84,27859.39,N
H6IL09145,"LASONDE, JOAN MCCARTHY",H,IL,9.0,REP,CHALLENGER,WILMETTE,IL,60091.0,10/1/2015,10/19/2016,166666.18,133265.71,176522.6,134765.71,175022.6,133265.71,176547.6,N
H6WV03117,"LAWHORN, ZANE RENEE",H,WV,3.0,LIB,CHALLENGER,PRINCETON ,WV,24739.0,4/1/2016,10/19/2016,2660.0,62950.85,31593.69,62950.85,31593.69,62950.85,63603.69,N
H6NH02238,"LAWRENCE, JIM",H,NH,2.0,REP,CHALLENGER,NASHUA,NH,3060.0,4/1/2016,10/19/2016,68672.61,59039.75,69672.61,59039.75,69672.61,59039.75,80672.61,N
S6KY00146,"LEACH, RONALD ALLEN",S,KY,0.0,DEM,CHALLENGER,BRANDENBURG,KY,40108.0,1/1/2016,10/19/2016,4903.0,15137.0,15137.0,15137.0,15137.0,15137.0,15137.0,N
S6OR05168,"LEWALLEN, SHANTI",S,OR,0.0,OTH,CHALLENGER,PORTLAND,OR,97204.0,7/1/2016,10/19/2016,3550.0,337.0,3550.0,337.0,3550.0,337.0,3550.0,N
S6CO00291,"LITTLETON, PEG LORRAINE",S,CO,0.0,REP,CHALLENGER,COLORADO SPRINGS,CO,80933.0,1/1/2016,10/19/2016,52509.0,52964.0,52965.0,52964.0,52965.0,52964.0,53547.0,N
H6WI06100,"LLOYD, SARAH",H,WI,6.0,DEM,CHALLENGER,PORTAGE,WI,53901.0,1/1/2016,10/19/2016,154509.2,101483.23,179864.81,101483.23,179864.81,101483.23,179864.81,N
S2NY00259,"LONG, WENDY",S,NY,0.0,REP,CHALLENGER,NEW YORK,NY,10029.0,1/1/2015,10/19/2016,585874.0,477811.0,601270.0,477955.0,601270.0,477955.0,631614.0,N
H6OH06152,"LORENTZ, MICHAEL L",H,OH,6.0,DEM,CHALLENGER,BELPRE,OH,45714.0,4/1/2016,10/19/2016,10888.64,4890.34,11888.64,4890.34,11888.64,4890.34,11888.64,N
H6FL05177,"LOWE, THUY",H,FL,10.0,REP,CHALLENGER,SORRENTO,FL,32776.0,4/1/2015,10/19/2016,12532.0,34138.96,25120.33,34193.52,25120.33,34193.52,34436.86,N
S6IA00157,"LUICK-THRAMS, ALIZA MICHAEL DR",S,IA,0.0,NNE,CHALLENGER,MASON CITY,IA,50401.0,4/1/2016,10/19/2016,1696.0,2949.0,4196.0,3949.0,4196.0,2949.0,5196.0,N
H6CA50258,"MALLOY, JEFFREY PATRICK",H,CA,50.0,DEM,CHALLENGER,ESCONDIDO,CA,92030.0,12/30/2015,10/19/2016,16422.66,15377.57,18625.94,15377.57,18625.94,15377.57,18625.94,N
H6WV01087,"MANYPENNY, MIKE",H,WV,1.0,DEM,CHALLENGER,GRAFTON,WV,26354.0,1/1/2015,10/19/2016,21193.84,27802.83,21193.84,27875.67,21193.84,27802.83,21193.84,N
H6KS01179,"MARSHALL, ROGER W",H,KS,1.0,REP,CHALLENGER,GREAT BEND,KS,67530.0,2/5/2015,10/19/2016,703338.3,1367071.02,1179085.85,1456886.51,1176285.85,1367086.51,1543101.34,Y
H6PA11073,"MARSICANO, MICHAEL PAUL",H,PA,11.0,DEM,CHALLENGER,HAZLETON,PA,18202.0,5/19/2015,10/19/2016,21200.0,122113.77,29450.0,122113.77,29450.0,122113.77,419868.43,N
H6TX17093,"MATTA, WILLIAM BRUCE",H,TX,17.0,DEM,CHALLENGER,WACO,TX,76708.0,11/2/2015,10/19/2016,23075.72,40586.67,37402.86,41586.67,37402.86,41586.67,38402.86,N
H6CT05140,"MAXWELL, MATTHEW",H,CT,5.0,REP,CHALLENGER,SANDY HOOK,CT,6842.0,1/1/2016,10/19/2016,5782.0,795.0,5782.0,10795.0,5782.0,795.0,15782.0,N
H6IN04169,"MAYORAS, STEVEN MICHAEL",H,IN,4.0,LIB,CHALLENGER,WEST LAFAYETTE,IN,47906.0,4/1/2016,10/19/2016,1356.0,1797.37,1907.49,1797.37,1907.49,1797.37,1907.49,N
H6OK05251,"MCAFFREY, ALVIS",H,OK,5.0,DEM,CHALLENGER,OKLAHOMA CITY,OK,73103.0,10/1/2015,10/19/2016,62528.49,55522.55,62528.49,55522.55,62528.49,55522.55,62528.49,N
H4PA12043,"MCCLELLAND, ERIN",H,PA,12.0,DEM,CHALLENGER,NATRONA HEIGHTS,PA,15065.0,1/1/2015,10/19/2016,181112.52,175193.09,223438.5,178662.69,221228.5,175402.69,223648.1,N
H6FL06126,"MCCULLOUGH, WILLIAM",H,FL,6.0,DEM,CHALLENGER,DE LEON SPRINGS,FL,32130.0,7/1/2015,10/19/2016,7545.0,31792.51,7545.0,32862.51,7545.0,31792.51,36020.0,N
H6MD02211,"MCDONOUGH, PATRICK L",H,MD,2.0,REP,CHALLENGER,MIDDLE RIVER,MD,21220.0,1/1/2016,10/19/2016,193760.49,159114.02,198095.49,160859.7,198095.49,159359.7,198341.17,N
H6TX24149,"MCDOWELL, JAN",H,TX,24.0,DEM,CHALLENGER,CARROLLTON,TX,75007.0,10/1/2015,10/19/2016,14940.23,11532.5,20490.23,15989.73,20490.23,11879.73,20837.46,N
H4FL22086,"MCGEE, ANDREA LEIGH LEIGH",H,FL,22.0,REP,CHALLENGER,POMPANO BEACH,FL,33062.0,1/1/2015,10/19/2016,21637.19,19289.17,21637.19,22299.18,20950.29,19289.17,24505.13,N
S6PA00266,"MCGINTY, KATHLEEN ALANA",S,PA,0.0,DEM,CHALLENGER,WAYNE,PA,19087.0,7/1/2015,10/19/2016,12068961.0,12647684.0,13142372.0,12860645.0,12957780.0,12653811.0,14130447.0,N
H6FL03081,"MCGURN, KENNETH RANDOL",H,FL,3.0,DEM,CHALLENGER,GAINESVILLE,FL,32601.0,4/1/2016,10/19/2016,253783.92,432538.02,578783.92,433138.02,578183.92,432538.02,578783.92,N
H6TX01238,"MCKELLAR, SHIRLEY JONETTA DR",H,TX,1.0,DEM,CHALLENGER,TYLER,TX,75702.0,1/1/2015,10/19/2016,13358.34,12542.46,13358.34,12542.46,13358.34,12542.46,13358.34,N
H6NC13046,"MCNEIL, JOHN P",H,NC,2.0,DEM,CHALLENGER,RALEIGH,NC,27615.0,12/17/2015,10/19/2016,49472.74,69770.54,54542.42,69770.54,54542.42,69770.54,73876.42,N
H4CA02098,"MENSING, DALE KENNETH",H,CA,2.0,REP,CHALLENGER,GARBERVILLE,CA,95542.0,1/1/2015,10/19/2016,3898.0,3087.0,4133.0,4190.0,4115.0,3540.0,4587.0,N
S6NY00433,"MERCED, ALEX",S,NY,0.0,LIB,CHALLENGER,BROOKLYN,NY,11230.0,6/9/2016,10/19/2016,11965.0,11414.0,13965.0,11414.0,13965.0,11414.0,13965.0,N
H6NC10158,"MILLARD, CARL ANDREW",H,NC,10.0,DEM,CHALLENGER,TRYON,NC,28782.0,1/1/2015,10/19/2016,252348.92,267103.13,253848.92,269962.53,253348.92,267103.13,380754.77,N
S0AK00121,"MILLER, JOSEPH W",S,AK,0.0,LIB,CHALLENGER,FAIRBANKS,AK,99701.0,1/1/2015,10/19/2016,256023.0,97032.0,272668.0,97132.0,272568.0,97032.0,272790.0,N
H4MN08083,"MILLS, STEWART MR.",H,MN,8.0,REP,CHALLENGER,BRAINERD,MN,56401.0,1/1/2015,10/19/2016,935052.25,3003266.49,1263458.94,3193463.85,1262708.94,3003528.87,3286485.13,N
H6NC08145,"MILLS, THOMAS M",H,NC,8.0,DEM,CHALLENGER,CARRBORO,NC,27510.0,10/1/2015,10/19/2016,347968.81,287167.58,348468.81,289114.95,347768.81,287377.07,349178.3,N
H2TX33099,"MITCHELL, MONTE MARK",H,TX,33.0,REP,CHALLENGER,FORT WORTH,TX,761127214.0,10/1/2015,10/19/2016,7100.05,24753.62,7438.8,24753.62,7438.8,24753.62,27345.04,N
H6WA03218,"MOELLER, JAMES C",H,WA,3.0,DEM,CHALLENGER,VANCOUVER,WA,98663.0,5/22/2016,10/19/2016,77336.96,79676.01,103336.96,79676.01,103336.96,79676.01,103336.96,N
H6CA01186,"MONTES, JOSEPH",H,CA,1.0,REP,CHALLENGER,CHICO,CA,95928.0,1/1/2016,10/19/2016,124678.0,177179.67,124678.0,181181.67,124678.0,177179.67,183682.0,N
H6CO02149,"MORSE, NICHOLAS GRANT MR.",H,CO,2.0,REP,CHALLENGER,FORT COLLINS,CO,80528.0,10/26/2015,10/19/2016,44350.32,155833.48,164091.08,155833.48,164091.08,155833.48,164091.08,N
H4IA04113,"MOWRER, JIM",H,IA,3.0,DEM,CHALLENGER,DES MOINES,IA,50310.0,1/1/2015,10/19/2016,1454515.77,1696671.82,1721356.06,1723776.8,1711093.07,1706488.81,1732023.05,N
H6OH16136,"MUNDY, KEITH FRANCIS",H,OH,16.0,DEM,CHALLENGER,PARMA,OH,44134.0,1/1/2016,10/19/2016,9131.75,3840.97,12131.75,3840.97,12131.75,3840.97,12131.75,N
H6CA39137,"MURDOCK, BRETT",H,CA,39.0,DEM,CHALLENGER,BREA,CA,92821.0,10/1/2015,10/19/2016,35398.99,53020.25,55930.92,53055.25,55930.92,53020.25,58430.92,N
H6MI02182,"MURPHY, DENNIS B",H,MI,2.0,DEM,CHALLENGER,GRANDVILLE,MI,49418.0,1/1/2016,10/19/2016,5911.25,13058.81,15416.25,14033.34,15416.25,13108.81,16390.78,N
S6FL00319,"MURPHY, PATRICK E",S,FL,0.0,DEM,CHALLENGER,PALM BEACH GARDENS,FL,33418.0,1/1/2015,10/19/2016,11743019.0,13324181.0,13722407.0,13438036.0,13682705.0,13354488.0,14544204.0,N
H2TX35029,"NARVAIZ, SUSAN",H,TX,35.0,REP,CHALLENGER,SAN MARCOS,TX,78666.0,1/1/2015,10/19/2016,89311.83,103660.82,110586.83,103901.62,110586.83,103901.62,111849.51,N
S6FL00327,"NATHAN, BRUCE",S,FL,0.0,IND,CHALLENGER,PALM CITY,FL,34990.0,6/20/2015,10/19/2016,2971.0,17150.0,3116.0,17710.0,3116.0,17150.0,17717.0,N
S6CO00259,"NEVILLE, TIMOTHY PATRICK",S,CO,0.0,REP,CHALLENGER,LITTLETON,CO,80160.0,9/1/2015,10/19/2016,228194.0,258528.0,266616.0,258528.0,266616.0,258528.0,266883.0,N
H6PA03153,"NICKERSON, ZACHARY MICHAEL",H,PA,3.0,IND,CHALLENGER,RENFREW,PA,16053.0,4/1/2016,10/19/2016,240.0,729.71,875.84,729.71,875.84,729.71,875.84,N
H0CT02140,"NOVAK, DARIA IRENE",H,CT,2.0,REP,CHALLENGER,MADISON,CT,6443.0,10/9/2015,10/19/2016,32818.66,43132.89,42851.54,43382.89,42601.54,43132.89,44187.58,N
H6AZ07030,"NUNEZ, EVANGELINE MARTINEZ",H,AZ,7.0,REP,CHALLENGER,GLENDALE,AZ,85305.0,4/1/2016,10/19/2016,22092.2,19585.08,29792.2,19594.18,29792.2,19594.18,29801.3,N
H6NH01271,"O'CONNOR, SHAWN PATRICK PATRICK",H,NH,1.0,IND,CHALLENGER,BEDFORD,NH,3110.0,1/1/2015,10/19/2016,254593.42,1019414.99,258093.42,1581596.12,247243.42,1033880.08,1596008.51,N
H6NY05077,"O'REILLY, MICHAEL",H,NY,5.0,REP,CHALLENGER,BROAD CHANNEL,NY,11693.0,4/1/2016,10/19/2016,29783.0,29464.41,41638.0,29464.41,41638.0,29464.41,41638.0,N
H6NY18203,"OLIVA JR, PHIL",H,NY,18.0,REP,CHALLENGER,SOMERS,NY,10589.0,1/1/2016,10/19/2016,191777.06,169277.95,204197.06,169277.95,204197.06,169277.95,204197.91,N
H2CA27198,"ORSWELL, JACK",H,CA,27.0,REP,CHALLENGER,ARCADIA,CA,91007.0,1/1/2015,10/19/2016,162218.0,158741.81,167398.0,159491.81,167398.0,158741.81,187671.0,N
H6MO02301,"OTTO, BILL MR.",H,MO,2.0,DEM,CHALLENGER,MARYLAND HEIGHTS,MO,63043.0,4/1/2015,10/19/2016,319977.12,314939.74,417427.12,316554.49,415974.37,315101.74,417589.12,N
H4UT04011,"OWENS, H DOUGLAS",H,UT,4.0,DEM,CHALLENGER,SALT LAKE CITY,UT,84109.0,7/1/2015,10/19/2016,1645104.95,1877240.39,1985072.93,1895570.98,1969596.93,1880094.98,1987930.58,N
H4WA05127,"PAKOOTAS, JOSEPH A",H,WA,5.0,DEM,CHALLENGER,SPOKANE,WA,99208.0,1/1/2015,10/19/2016,288576.72,284875.73,314791.08,286635.73,313031.08,284875.73,314791.08,N
H4PA06052,"PARRISH, MICHAEL D",H,PA,6.0,DEM,CHALLENGER,MALVERN,PA,19355.0,1/1/2015,10/19/2016,320115.06,284068.17,358415.06,284418.17,358415.06,284068.17,394415.06,N
H6NJ01204,"PATTERSON, ROBERT W.",H,NJ,1.0,REP,CHALLENGER,HADDONFIELD,NJ,8033.0,10/1/2015,10/19/2016,169461.93,152882.55,171661.93,153508.47,171661.93,153508.47,188987.85,N
H6WI05110,"PENEBAKER, KHARY",H,WI,5.0,DEM,CHALLENGER,HARTLAND,WI,53029.0,1/1/2016,10/19/2016,77185.5,73591.53,85273.5,74591.53,85273.5,73591.53,85273.5,N
H6NV01208,"PERRY, MARY D",H,NV,1.0,REP,CHALLENGER,LAS VEGAS,NV,89106.0,7/1/2015,10/19/2016,6885.69,28469.79,7385.69,28469.79,7385.69,28469.79,30569.87,N
H6SC05129,"PERSON, FRANCIS J",H,SC,5.0,DEM,CHALLENGER,TEGA CAY,SC,29708.0,1/1/2016,10/19/2016,569079.0,446548.74,620979.0,446548.74,620979.0,446548.74,620979.0,N
H6IA02161,"PETERS, CHRISTOPHER CARL",H,IA,2.0,REP,CHALLENGER,CORALVILLE,IA,52241.0,3/28/2016,10/19/2016,81414.57,124244.66,102030.17,124281.87,102030.17,124244.66,207030.17,N
H4OH07049,"PHILLIP, DANIEL GEORGE",H,OH,7.0,IND,CHALLENGER,ASHLAND,OH,44805.0,4/1/2016,10/19/2016,17220.0,8113.39,18165.0,8113.39,18165.0,8113.39,18165.0,N
H6NJ04158,"PHILLIPSON, LORNA",H,NJ,4.0,DEM,CHALLENGER,SPRING LAKE HEIGHTS,NJ,7762.0,1/1/2016,10/19/2016,241504.16,191689.68,241504.16,192101.68,241504.16,191689.68,251233.65,N
H6CA12175,"PICUS, PRESTON",H,CA,12.0,IND,CHALLENGER,SAN FRANCISCO,CA,94133.0,1/1/2015,10/19/2016,27855.57,13689.92,27855.57,16488.18,27639.57,13689.92,27855.57,N
H8IN07259,"PING, CATHERINE LOUISE CAT""""",H,IN,7.0,REP,CHALLENGER,INDIANAPOLIS,IN,46218.0,1/1/2015,10/19/2016,3760.0,5072.0,4760.0,5072.0,4760.0,5072.0,4760.0,N
H6ID01250,"PIOTROWSKI, JAMES M",H,ID,1.0,DEM,CHALLENGER,BOISE,ID,83702.0,2/26/2016,10/19/2016,200450.34,206494.18,276177.07,216415.64,273277.07,213515.64,283198.53,N
H6MD03441,"PLASTER, MARK LEROY MD",H,MD,3.0,REP,CHALLENGER,ANNAPOLIS,MD,21401.0,1/1/2015,10/19/2016,298553.76,340197.36,379961.6,345536.84,379961.6,345536.84,490301.08,N
H6CO05233,"PLOWRIGHT, MISTY",H,CO,5.0,DEM,CHALLENGER,COLORADO SPRINGS,CO,80922.0,1/1/2016,10/19/2016,11915.79,7818.4,12015.79,8644.71,12015.79,7818.4,13775.33,N
H6NY23518,"PLUMB, JOHN",H,NY,23.0,DEM,CHALLENGER,JAMESTOWN,NY,14702.0,7/1/2015,10/19/2016,1171061.42,1278377.77,1456431.64,1287623.55,1447185.86,1278377.77,1456431.64,N
H6FL10169,"POE, BOB",H,FL,10.0,DEM,CHALLENGER,ORLANDO,FL,32804.0,1/1/2016,10/19/2016,184518.09,2014069.03,192518.09,2038100.36,190518.09,2036100.36,2129549.42,N
H6AL06127,"PUTMAN, DAVID",H,AL,6.0,DEM,CHALLENGER,VESTAVIA,AL,35266.0,7/1/2015,10/19/2016,7619.0,56333.96,7645.0,67813.04,7645.0,56483.96,53795.26,N
H6FL14112,"QUINN, CHRISTINE YVONNE",H,FL,14.0,REP,CHALLENGER,TAMPA,FL,33607.0,4/1/2016,10/19/2016,7405.0,27664.57,12010.0,31488.01,12010.0,28007.06,32852.49,N
S6AZ00258,"QUINN, PATRICK THOMAS",S,AZ,0.0,NPA,CHALLENGER,TUCSON,AZ,857425136.0,10/11/2015,10/19/2016,5700.0,5791.0,5709.0,5791.0,5709.0,5791.0,10709.0,N
H6LA03155,"RADER, LARRY",H,LA,3.0,DEM,CHALLENGER,NEW IBERIA,LA,70560.0,4/26/2016,10/19/2016,10626.11,8395.85,10626.11,8395.85,10626.11,8395.85,14726.11,N
H6CA01194,"REED, JAMES E",H,CA,1.0,DEM,CHALLENGER,RED BLUFF,CA,96080.0,1/1/2016,10/19/2016,58825.68,103255.84,73075.68,108449.84,73075.68,104304.84,110725.99,N
H6CA23206,"REED, WENDY",H,CA,23.0,DEM,CHALLENGER,QUARTZ HILL,CA,93536.0,1/1/2015,10/19/2016,18383.54,28016.18,30771.51,33012.31,30770.12,28235.92,36139.01,N
H6NY11216,"REICHARD, RICHARD",H,NY,11.0,DEM,CHALLENGER,STATEN ISLAND,NY,10310.0,1/1/2016,10/19/2016,23531.08,12048.09,29731.08,13048.09,28731.08,12048.09,29731.08,N
H4RI02107,"REIS, RHUE",H,RI,2.0,REP,CHALLENGER,RICHMOND,RI,2898.0,7/1/2016,10/19/2016,7670.0,2834.26,7670.0,2834.26,7670.0,2834.26,7670.0,N
H6OH07127,"RICH, ROY",H,OH,7.0,DEM,CHALLENGER,GRAFTON,OH,44044.0,1/1/2016,10/19/2016,3789.21,4957.0,6628.65,4957.0,6628.65,4957.0,6628.65,N
H0OR04081,"ROBINSON, ART DR.",H,OR,4.0,REP,CHALLENGER,CAVE JUNCTION,OR,97523.0,1/1/2015,10/19/2016,53791.04,42633.71,53791.04,45133.71,53791.04,42633.71,56791.04,N
H0MA09027,"ROSA, DAVID A",H,MA,4.0,REP,CHALLENGER,DIGHTON,MA,2715.0,4/1/2016,10/19/2016,1113.47,12204.58,1613.47,12204.58,1613.47,12204.58,13777.87,N
H6NY10119,"ROSENTHAL, PHILIP JEFFREY DR.",H,NY,10.0,REP,CHALLENGER,NEW YORK,NY,10024.0,1/1/2016,10/19/2016,36236.24,47125.9,37050.63,47125.9,37050.63,47125.9,70061.52,N
S6NC00266,"ROSS, DEBORAH K",S,NC,0.0,DEM,CHALLENGER,RALEIGH,NC,27611.0,10/1/2015,10/19/2016,9978783.0,9191996.0,10590681.0,9334221.0,10456640.0,9196623.0,10901549.0,N
H6VA01174,"ROWE, MATTHEW",H,VA,1.0,DEM,CHALLENGER,BOWLING GREEN,VA,22427.0,1/1/2016,10/19/2016,35772.9,34542.47,40766.56,35634.47,40766.56,34634.47,41858.56,N
H6MN04236,"RYAN, GREGORY THOMAS",H,MN,4.0,REP,CHALLENGER,ROSEVILLE,MN,55113.0,1/1/2016,10/19/2016,18651.0,41392.7,24451.0,48059.31,24451.0,41392.7,53743.64,N
H6CA48237,"SAVARY, SUZANNE JOYCE",H,CA,48.0,DEM,CHALLENGER,NEWPORT BEACH,CA,92662.0,10/1/2015,10/19/2016,87135.08,63930.75,100085.08,65305.91,99985.08,63930.75,100085.08,N
H2FL13139,"SCHNEIDER, JAN",H,FL,16.0,DEM,CHALLENGER,SANRASOTA,FL,34230.0,1/1/2015,10/19/2016,41264.05,39902.34,43424.65,39902.34,43424.65,39902.34,69424.65,N
